Product,Category,Country,Reported packaging type,Sample size (n),Summarized findings (ng/serving),Compounds tested,Phthalates (ng/serving),Phthalate substitutes (ng/serving),Bisphenols (ng/serving),Author,Title,Published,Reporting format,Mean DBP (ng/g),Mean BBP (ng/g),Mean DEHP (ng/g),Mean DINP (ng/g),Mean DIDP (ng/g),Mean DMP (ng/g),Mean DEP (ng/g),Mean DIBP (ng/g),Mean DNHP (ng/g),Mean DCHP (ng/g),Mean DNOP (ng/g),Mean DIDA (ng/g),Mean DEHA (ng/g),Mean DINCH (ng/g),Mean DEHT (ng/g),Mean BPA (ng/g),Mean BPS (ng/g),Mean BPF (ng/g),Serving size (g),Notes,Avg individual phthalate amount (ng/serving),Avg individual phthalate substitute amount (ng/serving),Avg individual bisphenol amount (ng/serving),Phthalates (n),Phthalate substitutes (n),Bisphenols (n)
Chicken,Meat and poultry,USA,N/A,1,"1,800 ng/serving for 1 phthalates",Phthalates: DEHP,1800,0,0,Sathyanarayana et. al.,Unexpected results in a randomized dietary trial to reduce phthalate and bisphenol A exposures,2013,direct measurement,N/A,N/A,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,,1800,,,1,0,0
Pork,Meat and poultry,USA,N/A,1,"2,500 ng/serving for 1 phthalates",Phthalates: DEHP,2500,0,0,Sathyanarayana et. al.,Unexpected results in a randomized dietary trial to reduce phthalate and bisphenol A exposures,2013,direct measurement,N/A,N/A,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,,2500,,,1,0,0
Lamb,Meat and poultry,USA,N/A,1,"4,165 ng/serving for 1 phthalates",Phthalates: DEHP,4165,0,0,Sathyanarayana et. al.,Unexpected results in a randomized dietary trial to reduce phthalate and bisphenol A exposures,2013,direct measurement,N/A,N/A,49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85,,4165,,,1,0,0
Peanut butter,Condiments,USA,N/A,1,"4,920 ng/serving for 1 phthalates",Phthalates: DEHP,4920,0,0,Sathyanarayana et. al.,Unexpected results in a randomized dietary trial to reduce phthalate and bisphenol A exposures,2013,direct measurement,N/A,N/A,164,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,,4920,,,1,0,0
Cane sugar,Condiments,USA,N/A,1,85 ng/serving for 1 phthalates,Phthalates: DEHP,85,0,0,Sathyanarayana et. al.,Unexpected results in a randomized dietary trial to reduce phthalate and bisphenol A exposures,2013,direct measurement,N/A,N/A,<34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,,85,,,1,0,0
Honey,Condiments,USA,N/A,1,280 ng/serving for 1 phthalates,Phthalates: DEHP,280,0,0,Sathyanarayana et. al.,Unexpected results in a randomized dietary trial to reduce phthalate and bisphenol A exposures,2013,direct measurement,N/A,N/A,<28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,,280,,,1,0,0
Oats,Grain,USA,N/A,1,"1,280 ng/serving for 1 phthalates",Phthalates: DEHP,1280,0,0,Sathyanarayana et. al.,Unexpected results in a randomized dietary trial to reduce phthalate and bisphenol A exposures,2013,direct measurement,N/A,N/A,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,,1280,,,1,0,0
Salt/pepper,Condiments,USA,N/A,1,65 ng/serving for 1 phthalates,Phthalates: DEHP,65,0,0,Sathyanarayana et. al.,Unexpected results in a randomized dietary trial to reduce phthalate and bisphenol A exposures,2013,direct measurement,N/A,N/A,<26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,,65,,,1,0,0
Cayenne pepper,Condiments,USA,N/A,1,"3,535 ng/serving for 1 phthalates",Phthalates: DEHP,3535,0,0,Sathyanarayana et. al.,Unexpected results in a randomized dietary trial to reduce phthalate and bisphenol A exposures,2013,direct measurement,N/A,N/A,707,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,,3535,,,1,0,0
Star anise,Condiments,USA,N/A,1,525 ng/serving for 1 phthalates,Phthalates: DEHP,525,0,0,Sathyanarayana et. al.,Unexpected results in a randomized dietary trial to reduce phthalate and bisphenol A exposures,2013,direct measurement,N/A,N/A,<210,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,,525,,,1,0,0
Ground coriander,Condiments,USA,N/A,1,"107,000 ng/serving for 1 phthalates",Phthalates: DEHP,107000,0,0,Sathyanarayana et. al.,Unexpected results in a randomized dietary trial to reduce phthalate and bisphenol A exposures,2013,direct measurement,N/A,N/A,"21,400",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,,107000,,,1,0,0
Cumin,Condiments,USA,N/A,1,453 ng/serving for 1 phthalates,Phthalates: DEHP,453,0,0,Sathyanarayana et. al.,Unexpected results in a randomized dietary trial to reduce phthalate and bisphenol A exposures,2013,direct measurement,N/A,N/A,<181,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,,453,,,1,0,0
Ground cinnamon,Condiments,USA,N/A,1,"4,790 ng/serving for 1 phthalates",Phthalates: DEHP,4790,0,0,Sathyanarayana et. al.,Unexpected results in a randomized dietary trial to reduce phthalate and bisphenol A exposures,2013,direct measurement,N/A,N/A,958,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,,4790,,,1,0,0
Canola oil,Oil,USA,N/A,1,28 ng/serving for 1 phthalates,Phthalates: DEHP,28,0,0,Sathyanarayana et. al.,Unexpected results in a randomized dietary trial to reduce phthalate and bisphenol A exposures,2013,direct measurement,N/A,N/A,<28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,,28,,,1,0,0
"Potato 1, Raw",Fruits and vegetables,Belgium,Plastic mesh bag,2,"2,097 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",2097,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,0,<0.20,13.78,N/A,N/A,<0.05,0,0,N/A,0,<0.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,,262,,,8,0,0
"Potato 1, boiling",Fruits and vegetables,Belgium,Plastic mesh bag,2,173 ng/serving for 8 phthalates,"Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",173,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,<2.30,0,0,N/A,N/A,0,0,0,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,,22,,,8,0,0
"Potato 1, steaming",Fruits and vegetables,Belgium,Plastic mesh bag,2,803 ng/serving for 8 phthalates,"Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",803,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,0,<0.20,<7.25,N/A,N/A,0,0,1.63,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,,100,,,8,0,0
"Potato 1, frying",Fruits and vegetables,Belgium,Plastic mesh bag,2,"9,330 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",9330,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,4.21,1.49,49.81,N/A,N/A,<1,<1,5.69,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,,1166,,,8,0,0
"Potato 2, raw",Fruits and vegetables,Belgium,Plastic bag,2,"10,585 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",10585,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,0,0.37,69.57,N/A,N/A,0,<0.15,<1,N/A,<0.10,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,,1323,,,8,0,0
"Potato 2, pre frying ",Fruits and vegetables,Belgium,Plastic bag,2,"6,732 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",6732,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,0,0,44.35,N/A,N/A,0,0,0.53,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,,842,,,8,0,0
"Potato 2, deep frying",Fruits and vegetables,Belgium,Plastic bag,2,"1,250 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",1250,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,0,0,<15,N/A,N/A,0,0,0.83,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,,156,,,8,0,0
"Chips, pre frying",Processed food,Belgium,Plastic bag,2,"19,586 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",19586,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,2.56,0.83,124.96,N/A,N/A,0.08,0.32,1.77,N/A,<0.10,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,,2448,,,8,0,0
"Chips, deep frying",Processed food,Belgium,Plastic bag,2,"16,973 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",16973,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,<2.25,0.76,109.18,N/A,N/A,0,0,2.09,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,,2122,,,8,0,0
"Rice - loose, raw",Grain,Belgium,Cardboard,2,"36,596 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",36596,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,27.95,21.32,54.25,N/A,N/A,0.07,0.78,382.73,N/A,0.61,0.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75,,4575,,,8,0,0
"Rice - loose, boiling",Grain,Belgium,Cardboard,2,"5,174 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",5174,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,<2.30,2.02,0,N/A,N/A,0.06,<0.15,25.32,N/A,0.12,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,180,,647,,,8,0,0
"Rice - boil in bag, raw",Grain,Belgium,Cardboard with plastic boiling bags,2,"4,049 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",4049,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,2.94,3.16,25.46,N/A,N/A,<0.05,0.90,21.40,N/A,0.10,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75,,506,,,8,0,0
"Rice - boil in bag, Boiling",Grain,Belgium,Cardboard with plastic boiling bags,2,716 ng/serving for 8 phthalates,"Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",715,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,0,0.43,0,N/A,N/A,<0.05,0.20,3.27,N/A,<0.10,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,180,,89,,,8,0,0
"Pasta, white, raw",Grain,Belgium,Plastic package,2,"2,036 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",2036,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,<2.30,<0.20,21.09,N/A,N/A,0,<0.15,2.80,N/A,<0.10,0.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,,254,,,8,0,0
"Pasta, white, boiled",Grain,Belgium,Plastic package,2,105 ng/serving for 8 phthalates,"Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",105,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,0,0,0,N/A,N/A,<0.05,0,<1,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,200,,13,,,8,0,0
"Pasta, white, raw",Grain,Belgium,Cardboard package,2,"8,724 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",8724,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,13.3,0.23,41.1,N/A,N/A,<0.05,0.36,53.29,N/A,0.39,0.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,,1090,,,8,0,0
"Pasta, white, boiled",Grain,Belgium,Cardboard package,2,"2,153 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",2153,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,<2.30,0,0,N/A,N/A,<0.05,0,9.59,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,200,,269,,,8,0,0
"Pasta, wholemeal, raw",Grain,Belgium,Cardboard,2,"3,811 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",3811,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,3.79,0.25,14.61,N/A,N/A,<0.05,0.30,28.26,N/A,0.21,0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,,476,,,8,0,0
"Pasta, wholemeal, boiled",Grain,Belgium,Cardboard,2,"2,240 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",2240,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,0,<0.20,<7.25,N/A,N/A,0.10,0.91,6.39,N/A,0,<0.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,200,,280,,,8,0,0
"Carrot, raw",Fruits and vegetables,Belgium,N/A,2,"1,244 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",1244,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,0,0.42,13.5,N/A,N/A,0,0.38,1.06,N/A,0.19,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,,156,,,8,0,0
"Carrot, boiled",Fruits and vegetables,Belgium,N/A,2,"2,247 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",2247,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,0,0.35,25.66,N/A,N/A,<0.05,0.21,1.72,N/A,0.12,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,,281,,,8,0,0
"Carrot, steamed",Fruits and vegetables,Belgium,N/A,2,"1,334 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",1334,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,0,0.49,15.58,N/A,N/A,0,0,<1,N/A,0.11,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,,167,,,8,0,0
"Cauliflower, raw",Fruits and vegetables,Belgium,N/A,2,"5,306 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",5306,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,0,0.42,47.39,N/A,N/A,2.37,0.40,1.97,N/A,<0.10,0.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,,663,,,8,0,0
"Cauliflower, boiled",Fruits and vegetables,Belgium,N/A,2,517 ng/serving for 8 phthalates,"Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",517,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,0,0.27,<7.25,N/A,N/A,0.09,<0.15,1.11,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,,65,,,8,0,0
"Cauliflower, steamed",Fruits and vegetables,Belgium,N/A,2,"2,134 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",2134,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,0,<0.20,18.9,N/A,N/A,0.13,0.46,1.75,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,,267,,,8,0,0
"Onion, raw",Fruits and vegetables,Belgium,N/A,2,"2,897 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",2897,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,0,0.28,56.71,N/A,N/A,0,0.44,<1,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,,362,,,8,0,0
"Onion, fried in pan with margarine",Fruits and vegetables,Belgium,N/A,2,"1,872 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",1872,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,0,0.38,35.39,N/A,N/A,0,0.33,1.26,N/A,0,<0.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,,234,,,8,0,0
"Paprika, raw",Fruits and vegetables,Belgium,Plastic,2,"8,164 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",8164,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,3.39,0.88,71.77,N/A,N/A,0,0.39,4.82,N/A,0.22,0.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,,1021,,,8,0,0
"Paprika, fried in pan with margarine",Fruits and vegetables,Belgium,Plastic,2,"2,823 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",2823,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,2.63,0.66,22.06,N/A,N/A,0,<0.50,2.63,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,,353,,,8,0,0
"Minced meat, raw",Meat and poultry,Belgium,Duplex paper (paper with polyethylene lining),2,"7,738 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",7738,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,4,<0.75,66.91,N/A,N/A,0.95,0,5.14,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,,967,,,8,0,0
"Minced meat, fried with margarine",Meat and poultry,Belgium,Duplex paper (paper with polyethylene lining),2,"4,543 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",4543,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,<4.50,0,37.87,N/A,N/A,<1.50,0,4.56,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,,568,,,8,0,0
"Minced meat, fried wo margarine",Meat and poultry,Belgium,Duplex paper (paper with polyethylene lining),2,"5,876 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",5876,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,4.11,0,49.27,N/A,N/A,<1.0,0,4.88,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,,735,,,8,0,0
"Pork chop, raw",Meat and poultry,Belgium,Duplex paper (paper with polyethylene lining),2,"28,784 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",28783,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,0,0.36,284.7,N/A,N/A,0,0.21,2.38,N/A,0.11,<0.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,,3598,,,8,0,0
"Pork chop, fried in pan with margarine",Meat and poultry,Belgium,Duplex paper (paper with polyethylene lining),2,"19,590 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",19590,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,<2.30,0.62,190.92,N/A,N/A,0,0.23,2.68,N/A,0,0.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,,2449,,,8,0,0
"Pork chop, fried in nonstick pan wo margarine",Meat and poultry,Belgium,Duplex paper (paper with polyethylene lining),2,"32,872 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",32872,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,<2.30,0.72,322.57,N/A,N/A,0,0.18,3.77,N/A,<0.10,0.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,,4109,,,8,0,0
"Salmon, raw",Meat and poultry,Belgium,"Sealed bag (multilayer of aluminium, paper and polyethylene)",2,"25,679 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",25679,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,8.08,1.36,153.85,N/A,N/A,1.60,<1,5.80,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,,3210,,,8,0,0
"Salmon, fried in pan with margarine",Meat and poultry,Belgium,"Sealed bag (multilayer of aluminium, paper and polyethylene)",2,"24,940 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",24940,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,9.42,1.7,147.68,N/A,N/A,1.63,<1.25,5.21,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,,3117,,,8,0,0
"Salmon, fried in nonstick pan wo margarine",Meat and poultry,Belgium,"Sealed bag (multilayer of aluminium, paper and polyethylene)",2,"41,841 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",41841,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,8.37,<1,262.16,N/A,N/A,1.37,0,6.54,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,,5230,,,8,0,0
"Salmon, grilled in oven wo aluminum foil",Meat and poultry,Belgium,"Sealed bag (multilayer of aluminium, paper and polyethylene)",2,"139,681 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",139681,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,8.89,1.59,915.33,N/A,N/A,0.98,<0.75,4.04,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,,17460,,,8,0,0
"Salmon, grilled in oven with aluminum foil (en papillote)",Meat and poultry,Belgium,"Sealed bag (multilayer of aluminium, paper and polyethylene)",2,"640,534 ng/serving for 8 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DCHP, DNOP ",640534,0,0,Fierens et al.,Effect of cooking at home on the levels of eight phthalates in foods,2012,mean,9.62,1.38,"4,253",N/A,N/A,1.26,<0.75,4.59,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,,80067,,,8,0,0
Bottled water,Beverages,China,N/A,1,14 ng/serving for 9 phthalates,"Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",14,0,0,Guo et al.,Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure,2012,direct measurement,0.05,0.00,0,N/A,N/A,0.00,0.00,0.01,0.00,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,240,,2,,,9,0,0
Soft drinks,Beverages,China,N/A,12,"3,031 ng/serving for 9 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",3031,0,0,Guo et al.,Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure,2012,mean,2.06,0.07,8,N/A,N/A,0.43,1.15,0.92,0.00,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,240,,337,,,9,0,0
Wine and beer,Beverages,China,N/A,4,"33,896 ng/serving for 9 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",33896,0,0,Guo et al.,Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure,2012,mean,156.00,0.00,4,N/A,N/A,26.00,0.12,39.80,0.05,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,150,,3766,,,9,0,0
Condiments,Condiments,China,N/A,10,973 ng/serving for 9 phthalates,"Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",973,0,0,Guo et al.,Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure,2012,mean,38.00,0.28,3,N/A,N/A,2.91,1.88,18.80,0.01,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,,108,,,9,0,0
Cheese (infant),Dairy,China,N/A,1,"7,290 ng/serving for 9 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",7290,0,0,Guo et al.,Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure,2012,direct measurement,39.60,1.49,134,N/A,N/A,6.82,1.92,59.10,0.08,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,,810,,,9,0,0
Milk or beverage,Dairy,China,N/A,10,"21,319 ng/serving for 9 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",21319,0,0,Guo et al.,Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure,2012,mean,41.20,0.04,29,N/A,N/A,6.18,0.50,11.90,0.01,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,240,,2369,,,9,0,0
Cooking oil,Oil,China,N/A,3,"1,350 ng/serving for 9 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",1350,0,0,Guo et al.,Occurrence and Proﬁles of Phthalates in Foodstuﬀs from China andTheir Implications for Human Exposure,2012,mean,9.40,10.70,60,N/A,N/A,1.72,0.01,7.20,0.00,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,,150,,,9,0,0
