Product,Category,Country,Reported packaging type,Sample size (n),Summarized findings (ng/serving),Compounds tested,Phthalates (ng/serving),Phthalate substitutes (ng/serving),Bisphenols (ng/serving),Author,Title,Published,Reporting format,Mean DBP (ng/g),Mean BBP (ng/g),Mean DEHP (ng/g),Mean DINP (ng/g),Mean DIDP (ng/g),Mean DMP (ng/g),Mean DEP (ng/g),Mean DIBP (ng/g),Mean DNHP (ng/g),Mean DCHP (ng/g),Mean DNOP (ng/g),Mean DIDA (ng/g),Mean DEHA (ng/g),Mean DINCH (ng/g),Mean DEHT (ng/g),Mean BPA (ng/g),Mean BPS (ng/g),Mean BPF (ng/g),Serving size (g),Notes,Avg individual phthalate amount (ng/serving),Avg individual phthalate substitute amount (ng/serving),Avg individual bisphenol amount (ng/serving),Phthalates (n),Phthalate substitutes (n),Bisphenols (n)
"Chicken thighs, grocery store C",Meat and poultry,Canada,"Cling film over tray, only small portion of meat touched film",1,0 ng/serving for 1 phthalate substitutes,Phthalate substitutes: DEHA,0,0,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,100,,,0,,0,1,0
"Chicken breast, grocery store C",Meat and poultry,Canada,Cling film over tray,1,0 ng/serving for 1 phthalate substitutes,Phthalate substitutes: DEHA,0,0,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,100,,,0,,0,1,0
"Chicken thighs, grocery store C",Meat and poultry,Canada,"Cling film over tray, only small portion of meat touched film",1,0 ng/serving for 1 phthalate substitutes,Phthalate substitutes: DEHA,0,0,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,100,,,0,,0,1,0
"Chicken thighs, grocery store C",Meat and poultry,Canada,"Cling film over deep tray, meat did not touch film",1,0 ng/serving for 1 phthalate substitutes,Phthalate substitutes: DEHA,0,0,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,100,,,0,,0,1,0
"Chicken breasts, grocery store C",Meat and poultry,Canada,Cling film over tray,1,"37,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,37000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,370,N/A,N/A,N/A,N/A,N/A,100,,,37000,,0,1,0
"Chicken breasts, grocery store C",Meat and poultry,Canada,Cling film over tray,1,"150,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,150000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,500",N/A,N/A,N/A,N/A,N/A,100,,,150000,,0,1,0
"Chicken thighs, grocery store C",Meat and poultry,Canada,Cling film over tray,1,"72,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,72000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,720,N/A,N/A,N/A,N/A,N/A,100,,,72000,,0,1,0
"Chicken breasts, grocery store D",Meat and poultry,Canada,Cling film over tray,1,"110,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,110000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,100",N/A,N/A,N/A,N/A,N/A,100,,,110000,,0,1,0
"Chicken thighs, grocery store D",Meat and poultry,Canada,Cling film over tray,1,"130,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,130000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,300",N/A,N/A,N/A,N/A,N/A,100,,,130000,,0,1,0
"Chicken breasts, grocery store D",Meat and poultry,Canada,Cling film over tray,1,"100,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,100000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,000",N/A,N/A,N/A,N/A,N/A,100,,,100000,,0,1,0
"Chicken thighs, grocery store D",Meat and poultry,Canada,Cling film over tray,1,"160,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,160000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,600",N/A,N/A,N/A,N/A,N/A,100,,,160000,,0,1,0
"Chicken thighs, grocery store D",Meat and poultry,Canada,Cling film over tray,1,"270,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,270000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,700",N/A,N/A,N/A,N/A,N/A,100,,,270000,,0,1,0
"Chicken thighs, grocery store D",Meat and poultry,Canada,Cling film over tray,1,"33,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,33000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,330,N/A,N/A,N/A,N/A,N/A,100,,,33000,,0,1,0
"Chicken breasts, grocery store D",Meat and poultry,Canada,Cling film over tray,1,"24,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,24000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,240,N/A,N/A,N/A,N/A,N/A,100,,,24000,,0,1,0
"Chicken thighs, grocery store D",Meat and poultry,Canada,Cling film over tray,1,"290,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,290000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,900",N/A,N/A,N/A,N/A,N/A,100,,,290000,,0,1,0
"Chicken thighs, grocery store D",Meat and poultry,Canada,Cling film over tray,1,"480,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,480000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4,800",N/A,N/A,N/A,N/A,N/A,100,,,480000,,0,1,0
"Chicken breast, grocery store D",Meat and poultry,Canada,Cling film over tray,1,"180,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,180000,0,Cao et al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,800",N/A,N/A,N/A,N/A,N/A,100,,,180000,,0,1,0
"Ground beef, lean",Meat and poultry,Canada,Cling film over tray,1,"500,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,500000,0,Cao et. al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5,000",N/A,N/A,N/A,N/A,N/A,100,,,500000,,0,1,0
"Ground beef, lean",Meat and poultry,Canada,Cling film over tray,1,"520,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,520000,0,Cao et. al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5,200",N/A,N/A,N/A,N/A,N/A,100,,,520000,,0,1,0
"Ground beef, lean",Meat and poultry,Canada,Cling film over tray,1,"1,100,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,1100000,0,Cao et. al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"11,000",N/A,N/A,N/A,N/A,N/A,100,,,1100000,,0,1,0
"Ground beef, lean",Meat and poultry,Canada,Cling film over tray,1,"610,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,610000,0,Cao et. al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"6,100",N/A,N/A,N/A,N/A,N/A,100,,,610000,,0,1,0
"Ground beef, lean",Meat and poultry,Canada,Cling film over tray,1,"500,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,500000,0,Cao et. al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5,000",N/A,N/A,N/A,N/A,N/A,100,,,500000,,0,1,0
"Ground beef, lean",Meat and poultry,Canada,Cling film over tray,1,"1,600,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,1600000,0,Cao et. al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"16,000",N/A,N/A,N/A,N/A,N/A,100,,,1600000,,0,1,0
"Ground beef, lean",Meat and poultry,Canada,Rigid plastic,1,0 ng/serving for 1 phthalate substitutes,Phthalate substitutes: DEHA,0,0,0,Cao et. al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,100,,,0,,0,1,0
"Ground beef, lean",Meat and poultry,Canada,Cling film over tray,1,"480,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,480000,0,Cao et. al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4,800",N/A,N/A,N/A,N/A,N/A,100,,,480000,,0,1,0
"Ground beef, lean",Meat and poultry,Canada,Cling film over tray,1,"740,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,740000,0,Cao et. al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"7,400",N/A,N/A,N/A,N/A,N/A,100,,,740000,,0,1,0
"Ground beef, lean",Meat and poultry,Canada,Cling film over tray,1,"780,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,780000,0,Cao et. al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"7,800",N/A,N/A,N/A,N/A,N/A,100,,,780000,,0,1,0
"Ground beef, lean",Meat and poultry,Canada,Cling film over tray,1,"620,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,620000,0,Cao et. al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"6,200",N/A,N/A,N/A,N/A,N/A,100,,,620000,,0,1,0
"Ground beef, extra lean",Meat and poultry,Canada,Cling film over tray,1,"270,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,270000,0,Cao et. al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,700",N/A,N/A,N/A,N/A,N/A,100,,,270000,,0,1,0
"Ground beef, lean",Meat and poultry,Canada,Cling film over tray,1,"360,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,360000,0,Cao et. al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3,600",N/A,N/A,N/A,N/A,N/A,100,,,360000,,0,1,0
"Ground beef, lean",Meat and poultry,Canada,Cling film over tray,1,"260,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,260000,0,Cao et. al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,600",N/A,N/A,N/A,N/A,N/A,100,,,260000,,0,1,0
"Ground beef, lean",Meat and poultry,Canada,Cling film over tray,1,"220,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,220000,0,Cao et. al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,200",N/A,N/A,N/A,N/A,N/A,100,,,220000,,0,1,0
"Ground beef, lean",Meat and poultry,Canada,Cling film over tray,1,"760,000 ng/serving for 1 phthalate substitutes",Phthalate substitutes: DEHA,0,760000,0,Cao et. al.,"Occurrence of Di-(2-Ethylhexyl) Adipate and Phthalate Plasticizers in Samples of Meat, Fish, and Cheese and Their Packaging Films",2014,direct measurement,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"7,600",N/A,N/A,N/A,N/A,N/A,100,,,760000,,0,1,0
"Beverages (Diet lemon tea, lemonade, soda, bottled water, green tea, apple juice, sports drink (80 calories) and sports drink (0 calories))",Beverages,USA,All in plastic,8,"1,034 ng/serving for 9 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",1034,0,0,Schecter et al.,Phthalate Concentrations and Dietary Exposure from Food Purchased in New York State,2013,half-LOD / zero-LOD,0.7/0,0.1/0,3.89/2.28,N/A,N/A,0.13/0.06,0.1/0,0.29/0.23,0.1/0,0.1/0,0.5/0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,240,,115,,,9,0,0
Milk,Dairy,USA,All in plastic,2,"12,607 ng/serving for 9 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",12607,0,0,Schecter et al.,Phthalate Concentrations and Dietary Exposure from Food Purchased in New York State,2013,half-LOD / zero-LOD,1.5/1.15,0.55/0.5,48.6/48.6,N/A,N/A,0.1/0,0.17/0.12,0.2/0.15,0.1/0,0.1/0,1.51/1.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,240,,1401,,,9,0,0
"Other Dairy (Pudding, sliced cheese, shredded cheese and two brands each of ice cream, butter, and yogurt)",Dairy,USA,Two ice creams and two butters in paper; the rest in plastic,9,"31,355 ng/serving for 9 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",31355,0,0,Schecter et al.,Phthalate Concentrations and Dietary Exposure from Food Purchased in New York State,2013,half-LOD / zero-LOD,105/104.4,4.22/4.19,144/144,N/A,N/A,0.48/0.42,1.37/1.34,1.91/1.89,1.25/1.18,0.3/0.21,2.76/2.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,120,,3484,,,9,0,0
"Fish (Salmon fillet, tuna, raw shrimp, chopped clams, and sardines)",Seafood,USA,Salmon in foam tray and plastic wrap; tuna and shrimp in paper; the rest in metal,5,"3,931 ng/serving for 9 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",3931,0,0,Schecter et al.,Phthalate Concentrations and Dietary Exposure from Food Purchased in New York State,2013,half-LOD / zero-LOD,11/10.6,1.61/1.55,31.7/31.4,N/A,N/A,0.21/0.15,0.6/0.56,1/0.94,0.13/0.05,0.1/0,0.5/0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85,,437,,,9,0,0
"Fruits/Vegatables (Two brands of vegetable soups, two brands of canned fruits, and canned tomato sauce)",Fruits and vegetables,USA,All in plastic except for tomato sauce and canned fruits in metal,5,"1,847 ng/serving for 9 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",1847,0,0,Schecter et al.,Phthalate Concentrations and Dietary Exposure from Food Purchased in New York State,2013,half-LOD / zero-LOD,0.7/0,0.67/0.61,6.2/5.09,N/A,N/A,0.1/0,0.12/0.04,0.55/0.53,0.1/0,0.1/0,0.5/0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,245,,205,,,9,0,0
"Grains (Bread, cake mix, cereals, rice, three brands of cookies)",Grain,USA,Bread and one brand of cookies in plastic; the rest in paper,7,"5,005 ng/serving for 9 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",5005,0,0,Schecter et al.,Phthalate Concentrations and Dietary Exposure from Food Purchased in New York State,2013,half-LOD / zero-LOD,15.9/15.8,5.92/5.92,61.6/61.6,N/A,N/A,0.3/0.27,12.6/12.6,3.54/3.52,0.23/0.17,0.1/0,0.5/0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,,556,,,9,0,0
Beef (ground beef and beef),Meat and poultry,USA,Ground beef in plastic and paper; beef in foam tray with a pad and plastic wrap,2,747 ng/serving for 9 phthalates,"Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",747,0,0,Schecter et al.,Phthalate Concentrations and Dietary Exposure from Food Purchased in New York State,2013,half-LOD / zero-LOD,0.7/0,0.61/0.56,1.85/0,N/A,N/A,0.18/0.13,0.64/0.64,0.1/0,2.47/2.42,0.1/0,3.57/3.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,,83,,,9,0,0
"Pork (Sausage links, pork, pork bacon, and ham)",Meat and poultry,USA,Pork bacon in plastic and paper; ham in plastic; the rest in foam tray and plastic wrap,4,"31,022 ng/serving for 9 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",31022,0,0,Schecter et al.,Phthalate Concentrations and Dietary Exposure from Food Purchased in New York State,2013,half-LOD / zero-LOD,0.7/0,0.23/0.15,300/300,N/A,N/A,0.33/0.28,0.55/0.55,6.25/6.18,0.1/0,0.1/0,2.86/2.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,,3447,,,9,0,0
"Poultry (Ground turkey, ground chicken, chicken drumsticks, turkey breast, turkey bacon, and chicken franks)",Meat and poultry,USA,Turkey bacon in plastic and paper; turkey breast and chicken franks in plastic; the rest in foam tray and plastic wrap,6,"2,003 ng/serving for 9 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",2003,0,0,Schecter et al.,Phthalate Concentrations and Dietary Exposure from Food Purchased in New York State,2013,half-LOD / zero-LOD,0.7/0,0.66/0.6,18.6/18.3,N/A,N/A,0.15/0.1,0.41/0.4,0.1/0,0.21/0.12,0.1/0,0.5/0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,,223,,,9,0,0
"Meat and meat products (Hot dog plus all 12 food samples in above beef, pork, and poultry groups)",Meat and poultry,USA,"Hot dog in plastic; other container types as listed in above beef, pork, and poultry",13,"10,719 ng/serving for 9 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",10719,0,0,Schecter et al.,Phthalate Concentrations and Dietary Exposure from Food Purchased in New York State,2013,half-LOD / zero-LOD,0.7/0,0.48/0.41,101.8/101,N/A,N/A,0.22/0.17,0.49/0.48,1.99/1.9,0.51/0.43,0.1/0,1.7/1.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,,1191,,,9,0,0
"Vegetable oils (Canola oil, virgin olive oil, and vegetable oil)",Oil,USA,Virgin olive oil in glass; the rest in plastic,3,"4,413 ng/serving for 9 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",4413,0,0,Schecter et al.,Phthalate Concentrations and Dietary Exposure from Food Purchased in New York State,2013,half-LOD / zero-LOD,3.53/3.07,154/154,117/116.3,N/A,N/A,1.2/1.14,0.1/0,3.2/3.17,0.19/0.12,14.27/14.2,0.84/0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,,490,,,9,0,0
"Condiments (Pancake syrup, marinade, barbecue sauce, Italian dressing, ranch dressing, and tomato ketchup)",Condiments,USA,Marinade in glass; the rest in plastic,6,"3,073 ng/serving for 9 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",3073,0,0,Schecter et al.,Phthalate Concentrations and Dietary Exposure from Food Purchased in New York State,2013,half-LOD / zero-LOD,15.4/15,1.99/1.96,30.4/30.1,N/A,N/A,0.33/0.28,0.77/0.72,1/0.98,0.1/0,0.13/0.05,1.19/0.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,,341,,,9,0,0
"Infant foods (Rice cereal, vegetable homogenate, food homogenate, two brands of fruit homogenate, ready-made meal for babies (chicken/carrot ravioli), and ready-made meal for babies (cheese ravioli))",Baby food,USA,Rice cereal in paper; food homogenate and fruit homogenate in glass; the rest in plastic,7,"2,502 ng/serving for 9 phthalates","Phthalates: DBP, BBP, DEHP, DMP, DEP, DIBP, DNHP, DCHP, DNOP",2502,0,0,Schecter et al.,Phthalate Concentrations and Dietary Exposure from Food Purchased in New York State,2013,half-LOD / zero-LOD,1.14/0.64,3.36/3.35,75.1/75.1,N/A,N/A,0.1/0,0.35/0.31,0.77/0.74,0.1/0,0.18/0.1,2.5/2.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,,278,,,9,0,0
Butter,Dairy,USA,N/A,1,"8,925 ng/serving for 1 phthalates",Phthalates: DEHP,8925,0,0,Sathyanarayana et. al.,Unexpected results in a randomized dietary trial to reduce phthalate and bisphenol A exposures,2013,direct measurement,N/A,N/A,595,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,,8925,,,1,0,0
Heavy cream,Dairy,USA,N/A,1,"14,640 ng/serving for 1 phthalates",Phthalates: DEHP,14640,0,0,Sathyanarayana et. al.,Unexpected results in a randomized dietary trial to reduce phthalate and bisphenol A exposures,2013,direct measurement,N/A,N/A,488,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,,14640,,,1,0,0
Milk,Dairy,USA,N/A,1,"161,520 ng/serving for 1 phthalates",Phthalates: DEHP,161520,0,0,Sathyanarayana et. al.,Unexpected results in a randomized dietary trial to reduce phthalate and bisphenol A exposures,2013,direct measurement,N/A,N/A,673,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,240,,161520,,,1,0,0
Cheese,Dairy,USA,N/A,1,"11,880 ng/serving for 1 phthalates",Phthalates: DEHP,11880,0,0,Sathyanarayana et. al.,Unexpected results in a randomized dietary trial to reduce phthalate and bisphenol A exposures,2013,direct measurement,N/A,N/A,396,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,,11880,,,1,0,0
Egg yolk,Dairy,USA,N/A,1,585 ng/serving for 1 phthalates,Phthalates: DEHP,585,0,0,Sathyanarayana et. al.,Unexpected results in a randomized dietary trial to reduce phthalate and bisphenol A exposures,2013,direct measurement,N/A,N/A,39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,,585,,,1,0,0
Beef,Meat and poultry,USA,N/A,1,"1,200 ng/serving for 1 phthalates",Phthalates: DEHP,1200,0,0,Sathyanarayana et. al.,Unexpected results in a randomized dietary trial to reduce phthalate and bisphenol A exposures,2013,direct measurement,N/A,N/A,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,,1200,,,1,0,0
